name,type,lore
Cotton Swab,4,
Coal Duster,3,
Brackenwall,3,
Substratum,3,
Bonethrasher,4,
Shine Lamp,4,
Plated Mining Helm,3,
Dim Diamond Leggings,3,
Fir Needle,4,
Parasitic Abscission,1,
Suspicious Shrubs,1,
Shattered Blade,1,
Altitude Shard,1,
Plucked Feather,1,
Shiny Pebble,1,
Mega Fern,1,
Fluid Light,1,
Engraved Tablet,1,
Goblin Tooth,1,
Helio Wing,1,
Marble Statuette,1,
Cortrich Eggs,1,
Nose Ring,1,
Cat's Ears,1,
Rock-Hard Beak,1,
Stolen Goods,1,
Cat Tail,1,
Jiandan Handwraps,5,"The cloth wraps produced by the canyon Dojo are just that, merely soft cloth. It is left to the users to apply them skillfully in battle, in whatever way they see fit."
Crwth,4,
Sourscratch,4,
The Visionary's Vice,4,
Impeccable Light Oak Spear,4,
Ley Lines,3,
Thanos Warsword,4,
Sinister,5,
Dim Diamond Boots,3,
Thanos Legionnaire Leggings,3,
Bismuthinite,4,"An extremely rare metallic ore only found within the island region of Corkus, it is normally used in decorative dyes. However, a mishap one day caused the discovery of strange and cumulative effects when exposed to traditional magicks."
Thanos Brand,5,
Dragon Hide Plate,3,
Impeccable Light Oak Relik,4,
Double-Edge,4,
Frontliner,3,
Verglas,5,
Sprintguard,3,
Ehoole Drakeskin,3,
Boots of Blue Stone,3,
Lightning Flash,5,
Thanos Warhammer,4,
Plate Shock,4,
Thanos Ironstaff,4,
Revolt,4,
Drifting Spear,4,
Droplets,4,
Dragonspit,4,
Crook's March,4,
Nightshade,5,
Impeccable Light Oak Wand,4,
Aldorei's Vision,4,
Hirudo,4,
Msitu,4,
Pizzicato,4,
Corrupted Uth Plume,3,
Shadow Flame,4,
Static-Charged Leggings,3,
Thanos Legionnaire Greaves,3,
Fluorescence,3,
Shale Edge,4,
Dark Shroud,3,"Wearing this deceptively simple shroud causes the user to fade into the shadows, sometimes flickering out of existence for a moment."
Ironbody,3,
Storm Caller,4,
Shell of Genbu,3,
Anamnesis,3,
Thanos Banner,5,
Thanos Legionnaire Helm,3,
Impeccable Light Oak Dagger,4,
Impeccable Light Oak Bow,4,
Lazuli,4,
Thanos Stonesinger,4,
Rapier,4,
Old Keeper's Ring,5,"Found on the corpse of the oldest shopkeeper of the Gavel province, the engraved text reads 'GREED'."
Thanos Crest,5,
Platinum Ingot,1,
Cloudtwine,1,
Aged Tome,1,
Windy Aura,1,
Harpy Bone,1,
Stone Plating,1,
Thanos Siege Bow,4,
Needle Cuff,5,
Sterk,5,
Thunderous Step,3,
Fenmask,3,"This matted tangle of vines and marshland plants contains various herbal remedies woven into it. It is oddly comfortable, despite the thorns coating the inside."
Logistics,3,
Moss,3,
Rask,5,
Exosphere,3,
Apocalypse,4,"To forge a weapon such as this from the cursed lava of the portal basin requires dozens, for each smith would lose themselves to the force of corruption before it is finished. The nightmarishly hooked blade serves no purpose but destruction, as intended."
Steady Grip,5,
Tankard Basher,4,
The Rupturer,3,
The Gambler,5,
Bottled Thunderstorm,5,
Formation,5,
Jewel Cutter,4,
Mining Fever,3,
Power Creep,5,
Earthlink,3,
Deux,3,
Fire Pearl,5,
Namazu,4,
Dhoruba,4,
Mithril Mantle,3,
Dim Diamond Helmet,3,
Bubbline,3,
Shockmosis,4,
Breath of the Vampire,4,
Ylem,4,
Dying Light,4,
Brass Choker,5,
Brass Leg Plates,3,
Thermosphere,3,
Prowl,4,
Agullo Beak,1,
Corbys Innards,1,
Roots of Eternity,1,
Poorly-Made Pouch,1,
Lockpicking Kit,1,
Purest Prism,1,
Memory Dye,1,
Je Ne Sais Quoi,1,
Silver Bell,4,
Fyrespit,4,
Spiritshock,4,"Recovered from the Lexdale Penitentiary, this grisly bow holds destructive capabilities. Used to carry out executions, a precise enough shot can shatter the soul of those it hits."
White Craftmas,4,
Cosmic Ward,3,
Tight Clamp,5,
Flexing Chain,5,
Ventus Tail,3,"Fashioned from the cut tails of the now extinct Venti, these nearly immaterial boots are light as air and crackle with lightning."
Cosmic Vest,3,
Cemented Bow,4,
Asbestos,5,
Dancer,5,
Emerald Chopper,4,
Ring of Power,5,
Windchime,4,
Provenance,5,Your success heralds the beginning of something new.
Cursed Spike,4,
Green Helmet,3,
Impeccable Stone Bow,4,
Eleventh Hour,3,
Screech,3,
Centennial,3,
Rewind,4,"Time moves in strange ways around this translucent blade, speeding and slowing, starting and stopping, with no observable reasoning or pattern."
Cacophony,5,Let their souls sing your chorus of victory.
Quill,4,
Scrooge,4,
Krampus,4,
Bete Noire,3,
Veneration,5,Revel in the respect you've finally earned.
Adder Stone,5,"Aldorei charms are often shared and tinkered with by gifted Elves within the commune. Though simple, the stones blessed by elven magic provide soothing energy to the wearer."
Clockwork Ring,5,
Agitation,4,
Altum Spatium,5,Even looking at this pendant strains your eyes. Should it even exist?
Centipede,3,
Lumina,4,
Zenith,4,
Impeccable Stone Dagger,4,
Xyloid,3,
Earthsky Eclipse,3,
Traumerei,3,
Frostburn,4,
Changeling's Chestplate,3,
Reinforced Iron Chestplate,3,
Tower,4,
Forge Stoker,4,
Crystal Thorn,4,
Impeccable Stone Spear,4,
Future Shock Plating,3,
Sparkling Visor,3,
Ring of Wisdom,5,
Tephra,3,
Gert Super Special Magic Ultistick,4,"Well...it is a very pretty-looking stick, but aside from that it just appears to be a plain old stick."
Metamorphosis,5,What you have seen will mark you forever.
Breaker Bar,4,
Impeccable Stone Relik,4,
Hewa,4,
Cosmic Walkers,3,
Spring-Coiled Cataphract,3,
Thunder Sanctuary,3,
Silver Bay,4,
Rough Diamond,5,
Cosmic Visor,3,
Reckoning,5,Come to terms with your godlike judgment.
Missing,3,
Fulminate Staff,4,
Dragulj Boots,3,
Athanasia,5,May your triumphs live eternal and never fade.
Auric,5,
Sterling Silver,5,
Time Ring,5,
Impeccable Stone Wand,4,
Rainbow,5,
Amulet of Rejuvenation,5,
Desperate Facsimile,4,
Ringlets,3,
Dragon Horned Helmet,3,
Charm of the Light,7,
Energetic Aura,1,
Chromatic Bloom,1,
Bamboo,1,
Diseased Fluids,1,
Congealed Slime,1,
Ball of Slime,1,
Spreading Fireweed,1,
Volatile Light,1,
Magic Feather,1,
Major's Badge,1,
Lotus Seedpod,1,
Transformativity,1,
Azure Blossom,1,
Coagulated Blood Gelatin,1,
Bass Oil,2,
Bass Meat,2,
Pine Wood,2,
Diamond Gem,2,
Pine Paper,2,
Rice Grains,2,
Rice String,2,
Diamond Ingot,2,
Metal Breaker,4,
Fire Sanctuary,3,
Rainbow Sanctuary,3,
Water Sanctuary,3,
Air Sanctuary,3,
Earth Sanctuary,3,
Arctic Vixen's Pelt,3,
Gale's Sight,3,"True to their promise, these goggles were left as a memento for Ohms when his lover Gale finally died. Light as air, Gale's carefree nature lends itself to those who don them."
Gert Whooshy Bonkpole,4,
Dragon Slayer,4,
Balloon's Bane,4,
Slipstream,3,
Broken Gauntlet,5,
Marshmallow,3,
Gridlock,4,
Zephyr,4,
Sturdy,3,
Puff,5,
Aura of Element,3,
Bard's Song,4,
Breakbeat,3,
Gert Shootstick Tossflinger,4,
Rinkaku,3,
Winterspell,4,
Momentum,5,"This golden cuff has an odd time dilation effect surrounding it, slowing all movements significantly, but multiplying the force of impact to a significant degree."
Hollow Virtue,3,
Endurance,3,
Empire Builder,4,This golden staff was recovered from deep within the tombs of Almuj. Nothing else was found in the room except the words 'Beware the user with unlimited imagination.'
Roulette,4,
Reinforced Iron Leggings,3,
Caledonia,4,
Black Sheep,3,
Pristine Antiquity,3,
Rust,3,
Gert Rock Smashbanger,4,
Fever Dream,4,
The Prisoner,3,
Leggings of Haste,3,
Waking Nightmare,4,
Gert Swingpoke Cuttyrock,4,
Gert Bangswing Manypointystick,4,
Mvuke,4,
Toxin,3,
Double Vision,5,
Tenuto,5,"This strange pendant has been known to dilate time around the wearer, slowing their movements while greatly augmenting their power."
Firestorm Bellows,4,
Lecade's Rank,5,
Ritual Catalyst,1,
Giant Petal,1,
Plasma Shear,4,
Determination,3,
Terraflux,3,
Impeccable Oak Relik,4,
Gert Bumpstump Legcovercloth,3,
Gert Shakestomper Toefeet,3,
Faith Healer,3,
Shade of Night,4,
Panic Attack,5,
Reinforced Iron Boots,3,
Saltine,4,
Impeccable Oak Dagger,4,
Impeccable Oak Wand,4,
Manaflux,3,
Sight of the Druid,4,
Griffin,4,
Genesis,3,
Gnarl,4,
Coba,3,
Impeccable Oak Spear,4,
Kaerynn's Mind,3,
Conspirator's Trickpockets,3,No reign lasts forever. Not while your schemes remain unnoticed.
Gospel,5,\[Community Event Winner\]
Scale of Seiryu,3,
Frontier,4,
Angel Robe,3,
Gerten Ritual Mask,3,
Soldier,5,
Gert Veryhard Chestclothes,3,
Corrupted Nii Mukluk,3,
Cnidocyte,3,
Blade of Purity,4,"The creator of this polished white blade insists that its true power will never be unlocked, for only those who are not influenced by the elements of the world know truly how to utilize it."
Gneiss Belt,5,
Phalanx,3,
Impeccable Oak Bow,4,
Kaerynn's Body,3,
Wrath,4,
Antithesis,3,
Lerteco,3,
Example,5,
Magic Bounce,4,
Swamp Clay,3,
Pig's Remains,1,
Resilient Stone,1,
Cherry Sapling,1,
Depth's Gem,1,
Regenerative Pins,1,
Gert Skin,1,
Slimy Skin,1,
Etheric Fern,1,
Hunter's Disguise,1,
Antique Metal,1,
Primordial Soul,1,
Braveheart,1,
Ancient Moss,1,
Adaptive Tissue,1,
Pig's Skull,1,
Eternity's Edge,4,
Togak's Vision,5,
Papyrus,3,
Quickstep,4,
Takeover,3,
Empowered Ancient Helmet,3,
Vanguard,5,
Bakteri,3,
Uranium Aegis,3,
Cloudbreaker,4,
Asphalt,4,
Jackpot,5,
Reinforced Iron Helmet,3,
Violet-Shift,3,
Aftershock,4,"The Fracturing brought Ahms into a shattered sky, sundering cliffs into an archipelago against the void. The tremors that linger carry an ancient power, bringing mountains to heel with ease and leaving devastation in its wake."
Full Charge,4,
Hickory Stick,4,
Ghost,5,
Latchkey,5,
Scytodidae,4,
Backlash,4,
Andesite Aegis,3,"Andesite is a stone commonly used for weapons and construction, but tends to be ineffective as armor when impure. This sturdy chestplate, however, is testament to the strength of pure andesite."
Meltsteel Greaves,3,
Martyr,5,"A recently married man went off to war wearing this wedding ring. Though he perished in battle, his courage and determination empowers all who wear it."
Twin Minds,4,
Rubber,5,
Cinnabar,3,
Dull Ancient Helmet,3,
Obsolescent Panoply,3,
Bright Edge,4,
Aldorei's Tear,3,
Widow,4,
Heracul,4,"Reconstructed from mere wooden scraps of its former self, this extremely heavy crossbow still contains immense power. It was intended for use with a lost suit of armor, of which only one piece remains."
Tachypsychia,4,"You will probably irreversibly harm yourself with this, but when has that ever stopped you?"
Efilim Sage Cloak,3,
Restored Ancient Helmet,3,
Inquisitor's Zeal,4,
Lurrun,3,
Hydra,4,
Overcharger,4,
Evolving Spores,1,
Evaporated Aspect,1,
Durable Skin,1,
Larvae Cluster,1,
Disturbed Aspect,1,
World Illuminator,1,
Organic Explosive,1,
Flytrap Fangs,1,
Pig's Blood,1,
Pure Rain Stone,1,
Gylia Essence,1,
Alginate Dressing,1,
Blessed Heart,1,
Mayonnaise,3,
Deark,5,
Hembwal,3,
Graviton Lance,4,
Jewel,3,
Pure Light Jungle Bow,4,
Hellbow,4,
Multitool,5,
Nest,4,
Giant's Ring,5,
Gnome's Ring,5,
Destrortur,5,
Mosaic,4,
Chain Hook,4,
Flood Bath,4,
Gungnir,4,
Block Buster,4,
Sunblight Boots,3,
Hope,4,
Throatcut,4,
Salticidae,4,
Ghoul,4,
Subsumere,4,
Entamyx,3,
Pure Light Jungle Relik,4,
Clock Mail,3,
Suppression,5,
Prymari,4,"This staff was expertly crafted from fragile spun glass, and tinted with various magical foci that bend light into its most raw components."
Verdigris Sabatons,3,
Post-Ultima,3,"These leggings are the last remaining piece of a historical set of armor, created with such power as to be thought impossible long ago."
Pure Light Jungle Spear,4,
Sealing Coin,5,
Pure Light Jungle Wand,4,
Nightling,3,
Pure Light Jungle Dagger,4,
Solid Iron Chestplate,3,
Last Perdition,4,
Accursed Effigy,1,
Obelisk Core,1,
Overload Aspect,1,
Luminous Rune,1,
Repulsive Aspect,1,
Soggy Stone,1,
Royal Bug’s Blood,1,
Astral Alloy,1,
Erratic Aspect,1,
Shattered Aspect,1,
Fuunyet,4,
Cornucopia,4,
Champion Helmet,3,
Surprised Gert Mask,3,
Champion Leggings,3,
End of Limits,4,
Celebration,4,
Champion Chestplate,3,
Black Ice,4,
Way Back Home,3,
Aliez,5,
Battery,4,
Venomsoul,3,
Happy Gert Mask,3,
Arma Gauntlet,4,"Stories say that should anyone wield both of these fearsome gauntlets in battle, they will become unkillable in a fight. The second gauntlet, however, has never been found."
Bob's Mythic Daggers,4,
Snow Shovel,4,
Kal Hei,4,
Malachite,5,
Royal Blazing Amulet,5,An exclusive amulet given to the most honored knights of Wynn. It glows with a comforting warmth.
Clock Leggings,3,
Sapling,4,
Hungry Gert Mask,3,
Isostasis,5,
Iceberries,1,
Pirate Queen's Ring of Rubies,5,
Aldo,4,
Bob's Mythic Wand,4,
Douglas Fir,3,
Champion Boots,3,
Penance,3,
Pulse Mail,3,
Snowflake,5,
Gnomish Topper,3,
Magellan's Sail,3,
Royal Cyclone Amulet,5,An exclusive amulet given to the most honored knights of Wynn. It whistles with an invigorating tune.
Cold Wave,5,Feeling the fresh chill of the cold air is all you need to know you're really alive.
Famine,5,
Bob's Mythic Bow,4,
Triumph,3,
Pedometer,5,
Blitzen,5,
Flash,4,
Ancient Runic Relik,4,
Thaw,4,
Euouae,5,
Sad Gert Mask,3,
Dodegar's Ultimate Weapon,4,
Hollow Branch,4,
Zawah Jed,4,
Executioner Helmet,3,
Ivory Bow,4,
Hollow,3,
Royal Dusty Amulet,5,An exclusive amulet given to the most honored knights of Wynn. It shines with a powerful strength.
Bob's Mythic Spear,4,
Morph-Steel,3,
Ring of Rubies,5,
Solid Iron Leggings,3,
Olit Vaniek,4,
The Oppressors,3,
Royal Shocking Amulet,5,An exclusive amulet given to the most honored knights of Wynn. It crackles with a chaotic energy.
Scared Gert Mask,3,
Ice Skates,3,
Royal Stormy Amulet,5,An exclusive amulet given to the most honored knights of Wynn. It pulsates with a calming aura.
Confused Gert Mask,3,
Slush Rush,4,
Fuse,5,
Syndicate's Tome of Care,6,
Syndicate's Tome of Hospitality,6,
Syndicate's Tome of Safety,6,
Syndicate's Tome of Caution,6,
Syndicate's Tome of Dividends,6,
Fish Scales,1,
Unholy Water,1,
Magicule Sample,1,
Compressed Aspect,1,
Wood Scrap,1,
Sentient Water,1,
Atmospheric Aspect,1,
Igneous Aspect,1,
Illuminated Spirit,1,
Hatchling Remnant,1,
Unicorn Horn,1,
Arcane Anomaly,1,
Wintery Aspect,1,
Wreathbound Boots,3,
Corrupted Witherhead's Elbow,4,
Geyser,3,
Dragon's Tongue,4,
Pacifist,3,
Pure Granite Relik,4,
Tragedy,4,
Miotal,4,
Refraction,3,
Cold Integrity,4,
Power Bracelet,5,
Pure Granite Spear,4,
Caffeine,5,
Az,4,"Mysterious runes, held by inexplicable ancient guardians, were once moulded together for study purposes. The experiment went awry, as the runic words Nii, Az, and Ek were combined in a reaction that resulted in the collapse of a civilization."
Vandal's Touch,4,
Pure Granite Dagger,4,
Spiked Helmet,3,
Stone Crunch,4,
Swimmer Net,4,
Rotary Crossbow,4,
Depth,4,
Calidum Aurea,3,
Nightmare,4,
Vei Haon,3,
Warden,4,"""I've been wishin' I was dead for a long time."""
Leggings of Restoration,3,
The Forgery,3,"While only a mockery of the original product, this line of helmets became wildly popular before legal disputes and safety concerns halted production."
Wayfinder,4,
Proto-Shield,3,
Corrupted Nii Plate,3,
Siwel's Guilt,5,
Puppeteer,3,\[Community Event Winner\]
Lazybones,4,
Frigid,3,
Iniquity,5,
Virtue,4,
Axion,3,
Pure Granite Bow,4,
Soul Ink,3,"Taken from the Archwraith by a pious Shaman, this chestplate was immediately abandoned. Its few users since have turned to an all-consuming desire to seek out and realign the last vestiges of purity remaining in the Kander Forest."
Amadeus,4,
Detective's Ring,5,
Gysdep,3,
Helmet of Shimmering Light,3,
Pure Granite Wand,4,
Calor,3,
Solid Iron Boots,3,
Clock Boots,3,
Scum,5,
Kizuato,3,
War Pike,4,
Gilded Bark,1,
Gollier Iron,1,
Shadow of Ruin,1,
Radiant Seeds,1,
Prized Coin,1,
King of Blocks,4,
Burn,5,
Blob Monster Mask,3,
Cyanine,3,
Whitestone,3,
Aerodynamics,3,
Toxotes,4,
Orographine,3,
Ricin,4,
Brook,3,
Reliquiae,3,Ancient and new hearts beat as one.
Ensa's Faith,5,"The scholar-priest Ensa created this pendant as a personal prayer while his home was under siege. It is rumored to hold the key to enlightenment, but it is unknown as to how."
